uid,lpips_diff
doKXOGmh,0.3829127252101898
xMBwHZwZ,0.5161897540092468
CdxgQax7,0.3921346664428711
DQwUT8YN,0.4470999836921692
wDJO_L9J,0.4420083463191986
62pZQnbK,0.18394127488136292
9a9ZP55t,0.34870636463165283
_eU7OUN9,0.15226976573467255
EfIzdbcw,0.3075145483016968
7AZuL0qq,0.4420839548110962
ambqKdUW,0.6396511793136597
Y5R3_CiI,0.5149946808815002
IgYG0Eeb,0.3196900188922882
O-qFWRzj,0.4180977940559387
6u3dZLAw,0.4030623137950897
QvpZmKvj,0.40952950716018677
kyeU8qLs,0.5676059126853943
gzUA9oi3,0.43924781680107117
qoh9boMk,0.42248207330703735
V9cDFBFF,0.2808918356895447
QQIEBtKY,0.3319816291332245
Z4nD8kVA,0.4146392047405243
SIRHbTmg,0.5494105219841003
o_sdYiU7,0.5304126143455505
_JBG6lAy,0.46064838767051697
TcmTpnzO,0.6031832695007324
PYcXw1In,0.17499718070030212
98pqOUSJ,0.5039336085319519
DqiQ_3i5,0.560833752155304
Hw09oGHX,0.4551684856414795
q3XCE61P,0.28599119186401367
FaV49KIv,0.6255121231079102
rOiewAdE,0.3784160315990448
R2kq14eM,0.25597918033599854
jrjk0J1x,0.3707476854324341
t85iOZf9,0.2837093770503998
slTS3uai,0.2414206564426422
RWCcwIn3,0.4825311005115509
ZbxoRlby,0.16557785868644714
dUvNgCWj,0.6407485604286194
TNC7BABM,0.34476956725120544
u04_rUy4,0.35885411500930786
hr7aBhty,0.5079094171524048
2JkIXPyC,0.5462414622306824
geBDujz5,0.4335988163948059
wUdhlz8W,0.39215439558029175
e6ETW9wF,0.5498261451721191
Z_kdal0e,0.5681803226470947
T3K9w8qN,0.41261932253837585
6iebN2En,0.5680311322212219
kS53jvp-,0.46406853199005127
WHvqnAyJ,0.3548888862133026
JebnuoL4,0.15340682864189148
B7NNqRWC,0.32162925601005554
vTh60NYT,0.33298617601394653
-O96ARLe,0.5607757568359375
yFSkG3Ix,0.4111829996109009
gn9Wabbq,0.582316517829895
PNdNdLO4,0.44209349155426025
ELxYCMN0,0.3636787533760071
BMDYrkLI,0.35031658411026
dp4QT6tN,0.32034236192703247
Kio8Aywb,0.39655712246894836
Xyzh6M2b,0.36699509620666504
z-J_Yr-I,0.5221814513206482
enqGq6t3,0.17635048925876617
pFK-XPyH,0.4674348533153534
s0DHxG91,0.5245387554168701
zX1AaPg4,0.26196879148483276
jcATsESe,0.5604077577590942
xWRuzj6D,0.46026521921157837
3AKZlvTo,0.5408948659896851
iKTbfi4y,0.4764212667942047
GW86QjWK,0.47740113735198975
PT9vVUoj,0.4014180302619934
7W2XsJMW,0.5549154281616211
pmxow9tB,0.46620801091194153
PiNs9RkW,0.3721369504928589
0FASlVTf,0.4706777334213257
